# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = examples/bernoulli/bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 2436179948 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.954401
# Diagonal elements of inverse mass matrix:
# 0.460874
-6.94729,0.965552,0.954401,1,3,0,6.96921,0.17712
-6.74822,0.78408,0.954401,2,3,0,9.37838,0.247534
-6.74803,0.999994,0.954401,2,3,0,6.74826,0.249397
-6.75053,0.955649,0.954401,2,3,0,7.04893,0.24121
-6.75053,0.64688,0.954401,1,3,0,8.79338,0.24121
-6.7482,1,0.954401,2,3,0,6.75005,0.252334
-6.74806,0.998072,0.954401,2,3,0,6.76055,0.248886
-7.4163,0.857956,0.954401,1,3,0,7.55086,0.409092
-7.40978,1,0.954401,1,1,0,7.60231,0.408264
-7.40978,0.528933,0.954401,1,1,0,8.84049,0.408264
-6.82727,0.894239,0.954401,2,3,0,8.10585,0.301816
-6.85401,0.952798,0.954401,2,3,0,7.15077,0.195593
-8.55399,0.694645,0.954401,1,3,0,9.34023,0.518957
-7.44124,1,0.954401,1,1,0,8.28015,0.412223
-8.56806,0.704131,0.954401,1,1,0,8.63966,0.520043
-7.28752,1,0.954401,1,1,0,8.20325,0.391974
-7.28752,0.656433,0.954401,1,1,0,8.25568,0.391974
-7.1224,0.804152,0.954401,1,3,0,8.37512,0.153452
-7.16707,0.903589,0.954401,1,3,0,8.09068,0.374146
-6.79233,0.964416,0.954401,1,3,0,7.36856,0.214077
-10.1853,0.596021,0.954401,2,3,0,10.1875,0.0376263
-9.4672,1,0.954401,1,1,0,10.2186,0.0496381
-7.34815,0.931401,0.954401,1,3,0,9.57158,0.132064
-6.77747,1,0.954401,2,3,0,7.32187,0.220513
-7.738,0.886443,0.954401,2,3,0,7.94512,0.446039
-6.75915,1,0.954401,1,3,0,7.58162,0.268953
-6.77818,0.986063,0.954401,2,3,0,6.84769,0.220168
-6.79481,0.996447,0.954401,1,1,0,6.79795,0.213121
-6.74814,0.889242,0.954401,2,3,0,7.73199,0.251896
-6.74813,1,0.954401,1,1,0,6.74816,0.251846
-6.8582,0.974539,0.954401,1,3,0,6.8818,0.311492
-6.74844,1,0.954401,2,3,0,6.85527,0.246416
-6.7772,0.996128,0.954401,2,3,0,6.78088,0.280973
-6.7772,0.723175,0.954401,1,3,0,8.21925,0.280973
-6.77519,1,0.954401,1,1,0,6.78295,0.279862
-6.88566,0.940914,0.954401,2,3,0,7.12458,0.188531
-7.02774,0.97401,0.954401,1,1,0,7.03104,0.165081
-6.81174,0.996105,0.954401,1,3,0,6.99009,0.207242
-6.81719,0.981119,0.954401,1,3,0,6.97547,0.298291
-6.76836,1,0.954401,1,1,0,6.80485,0.275755
-6.77382,0.991198,0.954401,1,3,0,6.82978,0.222348
-7.45441,0.848191,0.954401,1,3,0,7.74185,0.413854
-7.45441,0.841092,0.954401,1,1,0,7.96277,0.413854
-7.45441,0.789866,0.954401,1,1,0,8.08119,0.413854
-7.87917,0.87689,0.954401,1,1,0,8.01738,0.460385
-8.48113,0.942547,0.954401,2,3,0,8.72366,0.513259
-7.04497,1,0.954401,1,1,0,8.04766,0.353448
-6.74967,1,0.954401,2,3,0,7.04876,0.24288
-6.87551,0.70854,0.954401,2,3,0,8.99052,0.190684
-6.91435,0.957604,0.954401,1,3,0,7.24679,0.326252
-6.85731,1,0.954401,1,1,0,6.91676,0.311233
-8.62402,0.438703,0.954401,2,7,0,10.7508,0.0702084
-7.23519,0.949691,0.954401,1,3,0,8.56383,0.141902
-7.14561,1,0.954401,1,1,0,7.26883,0.150901
-6.82894,0.967938,0.954401,1,3,0,7.51621,0.302381
-6.88298,0.919501,0.954401,2,3,0,7.3527,0.189091
-7.09572,0.924684,0.954401,1,3,0,7.53593,0.362452
-8.10926,0.508073,0.954401,2,7,0,10.3154,0.0884572
-6.75502,0.954716,0.954401,2,3,0,8.87012,0.235413
-6.75874,0.962781,0.954401,2,3,0,7.00506,0.232003
-6.90519,0.959963,0.954401,1,3,0,6.99542,0.324024
-7.12379,0.845643,0.954401,1,3,0,7.75859,0.153296
-7.06896,1,0.954401,1,1,0,7.15982,0.159748
-7.08305,0.997631,0.954401,1,1,0,7.14005,0.158026
-6.75727,0.996988,0.954401,1,3,0,7.08577,0.233264
-6.75121,0.999236,0.954401,2,3,0,6.76426,0.240103
-6.74931,1,0.954401,1,1,0,6.75081,0.243684
-7.00587,0.529478,0.954401,2,3,0,10.53,0.168115
-6.88583,0.98725,0.954401,2,3,0,7.18091,0.188496
-6.77886,0.980897,0.954401,2,3,0,7.0723,0.281863
-6.85757,0.979716,0.954401,1,1,0,6.85778,0.311309
-7.44407,0.908569,0.954401,2,7,0,7.44947,0.124712
-6.87942,0.992049,0.954401,2,7,0,7.3196,0.317407
-6.76426,1,0.954401,1,3,0,6.85223,0.272967
-6.78599,0.994524,0.954401,1,1,0,6.78688,0.285453
-6.8,0.96278,0.954401,2,3,0,7.03159,0.21121
-6.82912,0.904614,0.954401,2,3,0,7.53161,0.202047
-7.1273,0.819413,0.954401,2,3,0,8.24531,0.152905
-7.42175,0.955777,0.954401,1,1,0,7.43136,0.126352
-7.31985,1,0.954401,1,1,0,7.47606,0.134395
-7.04254,0.893045,0.954401,2,7,0,8.22721,0.352999
-6.81311,1,0.954401,2,3,0,6.98899,0.206806
-7.63655,0.898551,0.954401,2,3,0,7.76381,0.112016
-7.40437,1,0.954401,2,3,0,7.65272,0.127658
-6.7512,0.994884,0.954401,1,3,0,7.5034,0.240122
-6.77771,0.994985,0.954401,2,3,0,6.79151,0.220395
-6.75271,0.998776,0.954401,2,3,0,6.78837,0.238034
-7.59212,0.812829,0.954401,1,3,0,7.93818,0.11474
-7.22172,1,0.954401,1,1,0,7.54767,0.143178
-7.46718,0.964642,0.954401,1,1,0,7.49224,0.123054
-11.4618,0.687409,0.954401,2,3,0,11.5289,0.0235383
-11.4662,0.975934,0.954401,3,7,0,11.4735,0.023501
-11.4136,1,0.954401,1,1,0,11.8264,0.0239495
-11.4707,0.999445,0.954401,2,3,0,11.8305,0.0234625
-7.37372,0.910597,0.954401,1,3,0,12.7776,0.130023
-7.12976,1,0.954401,1,1,0,7.35193,0.152632
-7.44996,0.952229,0.954401,1,1,0,7.45727,0.124285
-6.84159,0.986742,0.954401,1,3,0,7.40406,0.19869
-8.2598,0.866321,0.954401,2,3,0,8.47943,0.495122
-7.12311,1,0.954401,2,3,0,7.92433,0.36706
-7.0653,1,0.954401,1,1,0,7.18186,0.357133
-6.86461,1,0.954401,1,1,0,7.0158,0.313332
-7.86512,0.624791,0.954401,1,3,0,9.1502,0.0995455
-6.85951,0.984633,0.954401,2,7,0,7.63728,0.311871
-7.44179,0.751378,0.954401,1,3,0,8.28315,0.124878
-7.17239,1,0.954401,2,3,0,7.41788,0.148078
-7.90311,0.825756,0.954401,1,3,0,9.25294,0.462729
-6.85892,1,0.954401,2,3,0,7.76172,0.194425
-6.81172,1,0.954401,1,1,0,6.85364,0.207248
-7.1726,0.90339,0.954401,1,3,0,7.48965,0.375013
-6.76347,1,0.954401,1,3,0,7.09571,0.27239
-6.7639,0.987724,0.954401,2,3,0,6.8481,0.228176
-6.84372,0.97445,0.954401,1,3,0,6.92498,0.307145
-7.23554,0.583658,0.954401,2,3,0,9.74714,0.141869
-6.84062,0.947589,0.954401,1,3,0,7.68161,0.306177
-6.89839,0.937419,0.954401,2,7,0,7.19274,0.185958
-6.77271,0.704167,0.954401,2,3,0,10.1163,0.222931
-6.81322,0.98234,0.954401,1,3,0,6.89895,0.29684
-6.82376,0.997225,0.954401,1,1,0,6.83803,0.300614
-6.75617,1,0.954401,1,3,0,6.80893,0.266183
-7.67808,0.815821,0.954401,1,3,0,7.78089,0.439651
-7.14525,0.686173,0.954401,2,3,0,9.67797,0.370674
-6.75114,0.982535,0.954401,2,3,0,7.26136,0.259955
-6.85535,0.926607,0.954401,2,3,0,7.19225,0.195271
-7.06268,0.980992,0.954401,2,7,0,7.06578,0.356664
-6.82967,1,0.954401,2,7,0,7.00815,0.201892
-6.94545,0.97756,0.954401,1,1,0,6.9461,0.177428
-6.91937,1,0.954401,1,1,0,6.96808,0.181985
-8.27009,0.902684,0.954401,2,3,0,8.37086,0.495995
-7.82978,1,0.954401,1,1,0,8.3807,0.455472
-8.41129,0.833091,0.954401,1,1,0,8.6416,0.507675
-7.30582,1,0.954401,1,1,0,8.11271,0.394515
-7.9571,0.818611,0.954401,1,1,0,8.03095,0.467927
-6.81309,1,0.954401,2,3,0,7.88954,0.206811
-6.74949,0.997644,0.954401,1,3,0,6.83281,0.256812
-8.33472,0.676751,0.954401,2,3,0,9.29555,0.501409
-7.05551,1,0.954401,2,3,0,8.07501,0.161436
-6.75685,0.985085,0.954401,1,3,0,7.17774,0.266845
-6.77178,0.946255,0.954401,2,3,0,7.10309,0.223436
-6.91955,0.956184,0.954401,1,3,0,7.05006,0.327493
-6.99154,0.914264,0.954401,2,3,0,7.5162,0.170191
-6.78211,0.9967,0.954401,1,3,0,6.96204,0.218346
-7.18851,0.926926,0.954401,1,3,0,7.24969,0.146436
-6.84638,0.871996,0.954401,2,3,0,8.99064,0.307965
-6.78843,1,0.954401,1,1,0,6.83348,0.286606
-7.24615,0.84559,0.954401,1,3,0,7.70579,0.140881
-6.7488,0.994703,0.954401,1,3,0,7.32469,0.245076
-7.10308,0.9462,0.954401,2,3,0,7.20665,0.363705
-7.80183,0.574193,0.954401,1,3,0,9.62338,0.102767
-8.08381,0.969438,0.954401,1,1,0,8.15921,0.0895249
-7.78229,1,0.954401,1,1,0,8.11933,0.103795
-6.754,0.974212,0.954401,2,3,0,8.18151,0.263836
-7.06932,0.910255,0.954401,1,3,0,7.26649,0.159703
-7.31942,0.960751,0.954401,1,1,0,7.3289,0.134431
-7.84926,0.785244,0.954401,2,3,0,9.87657,0.100338
-10.5671,0.767402,0.954401,1,3,0,11.0684,0.0326179
-10.1566,1,0.954401,2,3,0,10.729,0.0380367
-10.7156,0.976639,0.954401,1,1,0,10.85,0.0308754
-7.72038,0.909383,0.954401,1,3,0,11.1066,0.107163
-7.72038,0.932695,0.954401,1,1,0,8.29929,0.107163
-10.0228,0.854629,0.954401,2,7,0,10.0279,0.61358
-9.52182,1,0.954401,1,1,0,10.6264,0.584885
-7.39712,1,0.954401,2,3,0,9.09866,0.12821
-6.77414,1,0.954401,2,3,0,7.25872,0.279267
-7.94366,0.66755,0.954401,1,3,0,8.92701,0.0957608
-8.14361,0.979249,0.954401,1,1,0,8.25472,0.087045
-6.80951,0.979442,0.954401,2,7,0,7.84567,0.295442
-7.32774,0.918997,0.954401,2,7,0,7.32797,0.133737
-7.64565,0.946539,0.954401,2,3,0,8.17005,0.111472
-6.81165,0.986577,0.954401,1,3,0,7.65598,0.207271
-8.8066,0.650674,0.954401,2,3,0,9.68615,0.0649557
-6.75432,1,0.954401,2,3,0,8.38727,0.264201
-6.75671,0.997311,0.954401,1,3,0,6.77444,0.233771
-6.75671,0.565939,0.954401,1,3,0,9.44572,0.233771
-8.09469,0.815495,0.954401,2,3,0,8.13991,0.0890662
-7.87127,1,0.954401,1,1,0,8.168,0.0992409
-7.3768,0.862728,0.954401,1,3,0,9.80894,0.404019
-6.91984,1,0.954401,2,3,0,7.24919,0.327562
-6.82395,1,0.954401,1,1,0,6.89987,0.30068
-6.87514,0.950788,0.954401,1,3,0,7.11825,0.190763
-6.85193,0.98868,0.954401,2,3,0,7.02187,0.196095
-7.14314,0.912392,0.954401,1,3,0,7.53966,0.370333
-7.24046,0.990537,0.954401,2,3,0,7.33198,0.385253
-7.02603,1,0.954401,2,3,0,7.22021,0.349908
-8.15671,0.871646,0.954401,2,3,0,8.15783,0.486201
-6.89517,1,0.954401,2,3,0,7.98573,0.186597
-9.04432,0.602454,0.954401,2,3,0,10.5269,0.0588462
-7.11479,0.947703,0.954401,1,3,0,9.16504,0.154311
-6.94459,1,0.954401,1,1,0,7.0911,0.177572
-6.92958,0.951203,0.954401,1,3,0,7.39166,0.329836
-7.0243,0.866019,0.954401,2,3,0,7.74292,0.349579
-7.13437,0.7958,0.954401,2,3,0,8.26257,0.368911
-8.65468,0.628455,0.954401,1,1,0,8.65806,0.526631
-8.65468,0.477701,0.954401,1,1,0,10.6072,0.526631
-7.81168,1,0.954401,2,3,0,8.58451,0.453643
-7.71798,1,0.954401,2,3,0,8.0497,0.443926
-7.71798,0.837063,0.954401,1,1,0,8.30652,0.443926
-7.17221,1,0.954401,1,1,0,7.60172,0.374951
-6.99461,0.871362,0.954401,1,3,0,7.905,0.16974
-6.75089,0.991673,0.954401,1,3,0,7.06688,0.259539
-7.94265,0.767857,0.954401,1,3,0,8.10475,0.466547
-7.30544,1,0.954401,1,1,0,7.82183,0.394462
-6.80038,1,0.954401,2,3,0,7.22243,0.211077
-7.40933,0.762979,0.954401,2,3,0,8.58641,0.127282
-7.28253,1,0.954401,1,1,0,7.4482,0.137601
-7.00199,1,0.954401,2,3,0,7.23799,0.168669
-7.73738,0.911707,0.954401,2,3,0,8.01734,0.106221
-8.11622,0.945569,0.954401,2,3,0,8.83398,0.0881686
-6.98821,0.985328,0.954401,2,7,0,7.88204,0.342492
-6.88732,1,0.954401,1,1,0,6.97998,0.319493
-6.74825,0.999138,0.954401,1,3,0,6.88198,0.252653
-7.25843,0.889737,0.954401,1,3,0,7.35244,0.387853
-7.31256,0.722747,0.954401,1,3,0,8.78372,0.135009
-7.55984,0.966047,0.954401,1,1,0,7.59415,0.116791
-6.84074,0.927003,0.954401,1,3,0,8.18835,0.306215
-6.84074,0.733633,0.954401,1,3,0,8.13281,0.306215
-6.83251,1,0.954401,1,1,0,6.85839,0.303565
-6.9153,0.887987,0.954401,2,3,0,7.55283,0.182731
-6.9153,0.539444,0.954401,1,3,0,10.8452,0.182731
-6.85926,1,0.954401,1,1,0,6.91489,0.194345
-7.86799,0.706683,0.954401,2,3,0,9.29077,0.099403
-7.48514,1,0.954401,2,3,0,7.84707,0.121794
-7.21904,1,0.954401,2,3,0,7.4677,0.143436
-6.95892,1,0.954401,1,1,0,7.17537,0.175215
-6.8304,0.927012,0.954401,2,3,0,7.76075,0.302867
-7.83498,0.649903,0.954401,1,3,0,8.9711,0.10106
-7.34694,1,0.954401,1,1,0,7.77619,0.132162
-7.08289,1,0.954401,1,1,0,7.31426,0.158044
-6.80551,0.90529,0.954401,2,3,0,8.01542,0.209295
-6.78746,1,0.954401,1,1,0,6.80631,0.216035
-7.9439,0.850551,0.954401,2,3,0,8.03218,0.0957495
-6.77289,0.929398,0.954401,1,3,0,8.55081,0.278544
-6.80689,0.997106,0.954401,2,3,0,6.80828,0.294433
-7.34024,0.81323,0.954401,1,3,0,7.937,0.132707
-7.39832,0.991735,0.954401,1,1,0,7.48293,0.128118
-7.71748,0.95867,0.954401,1,1,0,7.74748,0.107325
-7.43406,1,0.954401,1,1,0,7.72029,0.125443
-7.13136,1,0.954401,2,3,0,7.39681,0.152455
-6.95009,1,0.954401,1,1,0,7.10534,0.176655
-6.90837,1,0.954401,1,1,0,6.96397,0.184029
-6.91321,0.998894,0.954401,2,7,0,6.91351,0.325979
-6.7664,1,0.954401,2,3,0,6.88327,0.226559
-7.06511,0.942719,0.954401,1,3,0,7.11399,0.160226
-6.7673,0.996124,0.954401,1,3,0,7.0486,0.226007
-6.93443,0.952808,0.954401,1,3,0,7.05885,0.33095
-7.06364,0.988013,0.954401,2,3,0,7.092,0.356836
-6.90107,1,0.954401,2,3,0,7.03455,0.323002
-6.74832,0.997619,0.954401,2,3,0,6.91892,0.253045
-6.74855,0.999944,0.954401,1,1,0,6.74858,0.254078
-6.77661,0.996154,0.954401,2,3,0,6.77856,0.220933
-6.89893,0.879945,0.954401,2,3,0,7.63172,0.185852
-8.00718,0.842623,0.954401,1,3,0,8.20373,0.0928571
-6.93159,0.998735,0.954401,2,3,0,8.02335,0.1798
-6.93024,1,0.954401,1,1,0,6.9679,0.180038
-6.88112,0.961877,0.954401,2,3,0,7.2918,0.317861
-6.94531,0.994142,0.954401,2,3,0,6.96842,0.333397
-6.81455,1,0.954401,1,1,0,6.91225,0.297332
-6.85252,0.958398,0.954401,2,7,0,7.05826,0.195952
-7.3206,0.934256,0.954401,1,3,0,7.35111,0.134333
-7.29136,1,0.954401,2,3,0,7.40314,0.136829
-6.98798,1,0.954401,2,3,0,7.24114,0.170718
-6.89835,1,0.954401,1,1,0,6.98225,0.185966
-6.85168,1,0.954401,1,1,0,6.90007,0.196157
-6.91422,0.987929,0.954401,1,1,0,6.92239,0.182932
-7.37395,0.937128,0.954401,1,3,0,7.38636,0.130005
-7.12524,1,0.954401,1,1,0,7.35027,0.153134
-8.31243,0.858816,0.954401,1,3,0,8.41809,0.0805505
-6.76397,0.974711,0.954401,1,3,0,8.68826,0.228131
-6.74966,0.999466,0.954401,2,3,0,6.76829,0.242891
-7.1598,0.905325,0.954401,1,3,0,7.30493,0.14939
-6.76884,0.974056,0.954401,1,3,0,7.36871,0.276068
-6.74803,1,0.954401,2,3,0,6.7681,0.249413
-6.74806,0.991881,0.954401,2,3,0,6.80083,0.251117
-7.07805,0.92614,0.954401,1,3,0,7.14615,0.35939
-6.83115,0.949815,0.954401,1,3,0,7.37679,0.20148
-7.47667,0.898494,0.954401,1,3,0,7.56448,0.122385
-8.06226,0.930356,0.954401,1,1,0,8.06709,0.0904442
-6.74802,0.956134,0.954401,1,3,0,8.49298,0.250281
-6.7677,0.969282,0.954401,2,3,0,6.93803,0.225764
-6.81358,0.98951,0.954401,2,3,0,6.86002,0.206657
-6.86346,0.984478,0.954401,2,3,0,6.97357,0.19337
-6.77319,0.922504,0.954401,2,3,0,7.49414,0.222678
-6.75931,0.995035,0.954401,2,3,0,6.81825,0.269086
-6.74858,1,0.954401,2,3,0,6.75739,0.245822
-7.58703,0.825824,0.954401,1,3,0,7.76364,0.429551
-7.06625,1,0.954401,2,7,0,7.47992,0.160084
-7.8401,0.934403,0.954401,2,7,0,7.84102,0.456507
-8.15756,0.905218,0.954401,1,1,0,8.427,0.486276
-7.22315,1,0.954401,2,7,0,7.95476,0.143042
-8.79241,0.826204,0.954401,1,3,0,8.9879,0.0653453
-7.13613,0.949544,0.954401,1,3,0,8.81701,0.15193
-6.94476,1,0.954401,1,1,0,7.1069,0.177543
-6.94476,0.927022,0.954401,1,3,0,7.41296,0.177543
-6.94476,0.758884,0.954401,1,3,0,9.00073,0.177543
-7.12772,0.968345,0.954401,1,1,0,7.13282,0.152858
-6.91455,1,0.954401,1,1,0,7.09057,0.18287
-6.7621,0.998109,0.954401,1,3,0,6.8976,0.229429
-7.27862,0.894162,0.954401,1,3,0,7.41523,0.137946
-6.88769,0.990447,0.954401,1,3,0,7.21724,0.188112
-6.82169,0.975654,0.954401,1,3,0,7.10631,0.299893
-6.99146,0.912922,0.954401,2,3,0,7.37494,0.343151
-6.91614,0.898752,0.954401,2,3,0,7.6116,0.326681
-6.75752,0.989846,0.954401,1,3,0,6.97291,0.233043
-6.76461,0.995317,0.954401,1,3,0,6.79299,0.273214
-7.04975,0.909775,0.954401,1,3,0,7.28301,0.162175
-8.53329,0.827642,0.954401,1,3,0,8.77793,0.073026
-7.04304,0.9581,0.954401,1,3,0,8.54883,0.163046
-7.30176,0.958813,0.954401,1,1,0,7.3082,0.13593
-11.3214,0.581234,0.954401,1,3,0,13.2023,0.0247584
-7.71281,1,0.954401,2,3,0,11.1129,0.107587
-6.89978,0.990993,0.954401,2,7,0,7.53305,0.322678
-6.98848,0.97555,0.954401,1,1,0,7.01303,0.342547
-6.90852,1,0.954401,1,1,0,6.99417,0.324841
-7.53828,0.833814,0.954401,1,1,0,7.53849,0.423928
-8.71124,0.693149,0.954401,1,1,0,8.80275,0.530844
-6.95508,1,0.954401,2,3,0,8.50534,0.175837
-7.03704,0.98551,0.954401,1,1,0,7.05776,0.163837
-7.27073,0.962448,0.954401,1,1,0,7.27911,0.138647
-7.15097,1,0.954401,1,1,0,7.29322,0.150326
-7.17578,0.996046,0.954401,1,1,0,7.24275,0.14773
-7.39117,0.98932,0.954401,2,3,0,7.41633,0.128666
-6.77622,0.9928,0.954401,1,3,0,7.40471,0.221127
-8.32065,0.691489,0.954401,1,3,0,8.99464,0.080252
-6.78195,0.983944,0.954401,1,3,0,8.62385,0.218418
-7.12606,0.966146,0.954401,2,3,0,7.147,0.367548
-6.84081,1,0.954401,1,1,0,7.04759,0.306236
-6.83756,0.962688,0.954401,1,3,0,7.07186,0.199746
-6.97932,0.972921,0.954401,1,1,0,6.97952,0.172021
-6.79224,0.996951,0.954401,1,3,0,6.94784,0.21411
-6.96186,0.946855,0.954401,1,3,0,7.15674,0.337004
-6.78447,0.970884,0.954401,2,3,0,7.16314,0.284717
-6.82458,0.971384,0.954401,2,7,0,6.95181,0.203339
-8.0883,0.752163,0.954401,1,3,0,8.68251,0.480095
-8.15593,0.978954,0.954401,1,1,0,8.54371,0.486133
-6.83609,1,0.954401,2,3,0,8.06741,0.200137
-6.74975,0.8735,0.954401,2,3,0,8.00429,0.257399
-7.05005,0.934365,0.954401,1,3,0,7.09617,0.35438
-9.11439,0.656817,0.954401,2,7,0,9.20476,0.0571843
-8.65297,1,0.954401,1,1,0,9.17298,0.0693394
-7.40036,0.91811,0.954401,2,3,0,10.5006,0.127962
-7.77527,0.942737,0.954401,2,3,0,8.33246,0.104168
-7.6726,1,0.954401,1,1,0,7.87552,0.109885
-7.46403,1,0.954401,1,1,0,7.70453,0.123278
-6.77369,0.97427,0.954401,2,3,0,7.82454,0.27901
-6.773,0.99167,0.954401,2,3,0,6.84072,0.22278
-6.75144,0.999042,0.954401,2,3,0,6.78114,0.239766
-9.96478,0.377891,0.954401,1,3,0,12.5521,0.0409147
-6.78766,0.960784,0.954401,2,7,0,9.33269,0.286243
-6.80668,0.99508,0.954401,1,1,0,6.81292,0.29435
-6.90629,0.943202,0.954401,1,3,0,7.1444,0.184427
-7.5677,0.910992,0.954401,1,3,0,7.61758,0.116286
-6.74989,1,0.954401,2,3,0,7.43719,0.24242
-6.94533,0.874401,0.954401,2,3,0,7.55694,0.177447
-6.833,1,0.954401,1,1,0,6.92439,0.200973
-6.80889,0.6872,0.954401,2,3,0,10.0537,0.208165
-8.06492,0.843257,0.954401,2,3,0,8.16801,0.09033
-6.85291,0.978589,0.954401,1,3,0,8.12533,0.195857
-6.79966,1,0.954401,2,3,0,6.84397,0.211333
-7.48342,0.879884,0.954401,1,3,0,7.61701,0.121913
-8.43797,0.907975,0.954401,2,3,0,8.94019,0.0761511
-7.95095,0.978996,0.954401,2,3,0,9.15825,0.0954204
-8.1377,0.980623,0.954401,1,1,0,8.25348,0.0872858
-8.84993,0.937762,0.954401,1,1,0,8.87004,0.0637842
-9.02825,0.987103,0.954401,1,1,0,9.22041,0.0592359
-8.97362,0.976606,0.954401,2,7,0,9.16407,0.549555
-7.04465,0.852133,0.954401,1,3,0,10.1573,0.162836
-6.80367,0.997303,0.954401,2,7,0,6.98921,0.293161
-6.75809,0.993533,0.954401,1,3,0,6.84489,0.232546
-7.12251,0.954306,0.954401,2,3,0,7.1822,0.366962
-6.83576,0.923069,0.954401,2,3,0,7.62345,0.304625
-11.3681,0.447242,0.954401,2,7,0,11.5476,0.0243451
-10.5034,1,0.954401,1,1,0,11.4072,0.033399
-9.64206,1,0.954401,1,1,0,10.5107,0.046344
-9.82976,0.989941,0.954401,1,1,0,10.0656,0.0430907
-9.94621,0.947109,0.954401,2,7,0,10.1285,0.609385
-7.87477,1,0.954401,1,1,0,9.40665,0.459952
-7.87477,0.413084,0.954401,1,1,0,9.90345,0.459952
-6.82763,0.8479,0.954401,2,3,0,8.88789,0.301939
-7.2496,0.825092,0.954401,1,3,0,7.82803,0.140563
-6.80966,0.954555,0.954401,1,3,0,7.62463,0.2955
-6.83123,0.994321,0.954401,1,1,0,6.84253,0.303145
-7.12308,0.873767,0.954401,1,3,0,7.59975,0.153376
-7.02263,1,0.954401,2,3,0,7.13317,0.165776
-6.98832,1,0.954401,1,1,0,7.05397,0.170668
-8.03845,0.790878,0.954401,1,3,0,9.03539,0.475545
-8.05984,0.993302,0.954401,1,1,0,8.44029,0.477508
-8.60578,0.84217,0.954401,1,1,0,8.9103,0.522932
-7.33771,1,0.954401,1,1,0,8.25373,0.398851
-6.88808,1,0.954401,1,1,0,7.21072,0.319693
-6.88808,0.851435,0.954401,1,1,0,7.28963,0.319693
-6.96853,0.977917,0.954401,1,1,0,6.99117,0.338421
-8.11383,0.817396,0.954401,2,7,0,8.14578,0.0882673
-6.83326,1,0.954401,2,3,0,7.99971,0.200902
-7.09083,0.976401,0.954401,2,7,0,7.09083,0.361611
-7.27677,0.946629,0.954401,1,1,0,7.34021,0.390463
-6.94067,1,0.954401,2,7,0,7.20552,0.178235
-6.81661,0.926944,0.954401,2,3,0,7.75732,0.298081
-8.04925,0.602308,0.954401,1,3,0,9.34862,0.0910057
-6.7707,0.958664,0.954401,1,3,0,8.70563,0.27723
-6.77186,0.991647,0.954401,1,3,0,6.8299,0.223391
-6.87789,0.96605,0.954401,1,3,0,6.99209,0.316997
-6.98654,0.970307,0.954401,1,1,0,7.00319,0.342154
-7.36702,0.784855,0.954401,1,3,0,8.4228,0.130552
-7.69122,0.957406,0.954401,1,1,0,7.71758,0.108811
-8.14044,0.983504,0.954401,2,3,0,8.17264,0.0871741
-8.58261,0.959729,0.954401,1,1,0,8.64786,0.0714761
-8.12895,1,0.954401,2,3,0,8.60231,0.0876435
-6.76908,0.982238,0.954401,2,3,0,8.39615,0.224949
-6.76307,0.978039,0.954401,2,3,0,6.93947,0.272091
-7.84684,0.788664,0.954401,1,3,0,7.94734,0.45718
-7.13176,1,0.954401,2,3,0,7.65921,0.368484
-7.67628,0.686577,0.954401,1,3,0,9.39684,0.109672
-6.99782,0.911433,0.954401,1,3,0,8.74919,0.344426
-6.99868,0.906235,0.954401,2,3,0,7.65867,0.169147
-7.01895,0.998814,0.954401,2,3,0,7.0621,0.166283
-6.88614,0.929835,0.954401,2,3,0,7.74601,0.319187
-7.81048,0.630865,0.954401,1,3,0,9.10427,0.102317
-6.75739,0.948934,0.954401,1,3,0,8.25134,0.267365
-6.76496,0.964476,0.954401,2,3,0,6.98529,0.227474
-6.84293,0.987475,0.954401,1,3,0,6.84523,0.198346
-6.94338,0.9807,0.954401,1,1,0,6.94602,0.177776
-6.94281,1,0.954401,1,1,0,6.98241,0.177871
-6.74854,0.947851,0.954401,2,3,0,7.3898,0.254036
-6.75386,0.954129,0.954401,2,3,0,7.05346,0.236654
-7.13893,0.948365,0.954401,2,3,0,7.21931,0.369652
-6.89257,1,0.954401,1,1,0,7.07804,0.320852
-8.11577,0.803857,0.954401,2,7,0,8.12925,0.088187
-7.99811,1,0.954401,2,3,0,8.24614,0.0932634
